trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus,noncon,instrKey.keys,instrKey.rt,date,frameRate,expName,session,participant,
,,,,,,escape,24.7609119415,2018_Jan_16_1331,1347.74075383,NonCon,001,hi,
